dataset,model,split,metric,point_estimate,bootstrap_mean,bootstrap_std,ci_lower_95,ci_upper_95,bootstrap_iterations
cardio_clean,hist_gradient_boosting,heldout_test,accuracy,0.7355410447761194,0.7356222597947761,0.0034294934022962255,0.7289528917910447,0.7425373134328358,2000
cardio_clean,hist_gradient_boosting,heldout_test,auprc,0.7892036871919764,0.7891582335386583,0.00498006561275391,0.7795666063450359,0.7989954159975221,2000
cardio_clean,hist_gradient_boosting,heldout_test,auroc,0.8036930631628624,0.8037426459234482,0.0033743445937163934,0.797019659641937,0.8103015659292915,2000
cardio_clean,hist_gradient_boosting,heldout_test,brier,0.1795084026634615,0.1794843465014801,0.0015433066376409719,0.17646656930574112,0.1825301410139263,2000
cardio_clean,hist_gradient_boosting,heldout_test,sensitivity,0.6875662934590454,0.6876424428473424,0.005095184809983384,0.6778469979435675,0.6974970923449442,2000
cardio_clean,hist_gradient_boosting,heldout_test,specificity,0.7825083650628822,0.7825849502297779,0.004467515793102098,0.7739616048673037,0.7916234101310791,2000
