HeartDisease,rows,age_mean,resting_bp_mean,cholesterol_mean,cholesterol_zero_rate,max_hr_mean,oldpeak_mean,male_rate,exercise_angina_rate
0,410,50.551219512195125,130.18048780487806,227.1219512195122,0.04878048780487805,148.15121951219513,0.4080487804878049,0.651219512195122,0.13414634146341464
1,508,55.8996062992126,134.18503937007873,175.94094488188978,0.2992125984251969,127.65551181102362,1.2742125984251969,0.9015748031496063,0.6220472440944882
