cardio,rows,age_years_mean,bmi_mean,ap_hi_mean,ap_lo_mean,cholesterol_mean,gluc_mean,smoke_rate,active_rate
0,34666,51.69207731960412,26.47235092320244,119.60955979922691,78.12900248081694,1.215946460508856,1.1750129810188656,0.09254024115848382,0.8181503490451739
1,33939,54.925876495534055,28.458610590040106,133.88638439553316,84.54730545979551,1.5166917116002239,1.2776157223253484,0.0832965025486903,0.7882082559886856
